X,cep,aps,aps_normalizada,Latitude,Longitude,lat_aps,long_aps,centerLat,centerLong,grupo,
69,22020010,17001160,0,-22.9638123,-43.1762277,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9638123,-43.1762277,1,0],"
70,22041090,17001160,0,-22.9677087,-43.1892128,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9677087,-43.1892128,1,0],"
71,22030900,17001160,0,-22.9629505,-43.1831914,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9629505,-43.1831914,1,0],"
72,22020050,17001160,0,-22.9657015,-43.1791444,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9657015,-43.1791444,1,0],"
73,22011900,17001160,0,-22.9614409,-43.1735053,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9614409,-43.1735053,1,0],"
74,22051974,17001160,0,-22.9720434,-43.1898495,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9720434,-43.1898495,3,0],"
75,22051030,17001160,0,-22.9715362,-43.1906752,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9715362,-43.1906752,3,0],"
76,22081020,17001160,0,-22.9844176,-43.1926201,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9844176,-43.1926201,3,0],"
77,22081000,17001160,0,-22.9846964,-43.1935143,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9846964,-43.1935143,3,0],"
78,22011002,17001210,2,-22.9640719,-43.1787853,-22.977273,-43.190863,-22.9657331,-43.1835126,1,"[-22.9640719,-43.1787853,1,2],"
79,22081001,17001160,0,-22.9846964,-43.1935143,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9846964,-43.1935143,3,0],"
80,22071120,17001160,0,-22.9825018,-43.197328,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9825018,-43.197328,3,0],"
81,22290110,17001160,0,-22.9601065,-43.1767217,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9601065,-43.1767217,1,0],"
82,22020020,17001160,0,-22.964749,-43.1783703,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.964749,-43.1783703,1,0],"
83,22080040,17001160,0,-22.9870886,-43.1916513,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9870886,-43.1916513,3,0],"
84,22031100,17001160,0,-22.9634292,-43.1943468,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9634292,-43.1943468,1,0],"
85,22050011,17001150,1,-22.9699568,-43.1839369,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9699568,-43.1839369,1,1],"
86,22011050,17001160,0,-22.9654,-43.180802,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9654,-43.180802,1,0],"
87,22071020,17001210,2,-22.9786161,-43.191477,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9786161,-43.191477,3,2],"
88,22011030,17001160,0,-22.9620161,-43.1771158,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9620161,-43.1771158,1,0],"
89,22061060,17001210,2,-22.9738362,-43.1943975,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9738362,-43.1943975,3,2],"
90,22031011,17001150,1,-22.9690469,-43.1869922,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9690469,-43.1869922,1,1],"
91,22011060,17001160,0,-22.9659386,-43.1805236,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9659386,-43.1805236,1,0],"
92,22050012,17001150,1,-22.9715111,-43.1859386,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9715111,-43.1859386,1,1],"
93,22021030,17001160,0,-22.9670991,-43.1805367,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9670991,-43.1805367,1,0],"
94,22080041,17001160,0,-22.9870065,-43.1911948,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9870065,-43.1911948,3,0],"
95,22031012,17001150,1,-22.9717493,-43.1846794,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9717493,-43.1846794,1,1],"
96,22290120,17001160,0,-22.9611029,-43.1785563,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9611029,-43.1785563,1,0],"
97,22080010,17001160,0,-22.9831907,-43.1919385,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9831907,-43.1919385,3,0],"
98,22031020,17001160,0,-22.9690469,-43.1869922,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9690469,-43.1869922,1,0],"
99,22051971,17001160,0,-22.9720434,-43.1898495,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9720434,-43.1898495,3,0],"
100,22040010,17001160,0,-22.9672016,-43.1835627,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9672016,-43.1835627,1,0],"
101,22071000,17001210,2,-22.9777221,-43.1915861,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9777221,-43.1915861,3,2],"
102,22030030,17001160,0,-22.9638748,-43.1816745,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9638748,-43.1816745,1,0],"
103,22040020,17001160,0,-22.9677257,-43.1843804,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9677257,-43.1843804,1,0],"
104,22060020,17001210,2,-22.9766015,-43.1913996,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9766015,-43.1913996,3,2],"
105,22071030,17001210,2,-22.9774568,-43.1963274,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9774568,-43.1963274,3,2],"
106,22031090,17001160,0,-22.9674846,-43.1878901,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9674846,-43.1878901,1,0],"
107,22011090,17001160,0,-22.9634394,-43.1803211,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9634394,-43.1803211,1,0],"
108,22040041,17001150,1,-22.9689026,-43.1850073,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9689026,-43.1850073,1,1],"
109,22041020,17001160,0,-22.9640262,-43.1921423,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9640262,-43.1921423,1,0],"
110,22080030,17001160,0,-22.9862199,-43.1922938,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9862199,-43.1922938,3,0],"
111,22041060,17001160,0,-22.966324,-43.1901327,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.966324,-43.1901327,1,0],"
112,22071090,17001210,2,-22.9835329,-43.1950209,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9835329,-43.1950209,3,2],"
113,22031050,17001160,0,-22.9662385,-43.1893646,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9662385,-43.1893646,1,0],"
114,22041070,17001160,0,-22.9667595,-43.1907029,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9667595,-43.1907029,1,0],"
115,22071040,17001210,2,-22.9771003,-43.1955537,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9771003,-43.1955537,3,2],"
116,22041030,17001160,0,-22.9679571,-43.1904035,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9679571,-43.1904035,1,0],"
117,22061000,17001210,2,-22.9737533,-43.1926185,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9737533,-43.1926185,3,2],"
118,22020060,17001160,0,-22.9662785,-43.1814229,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9662785,-43.1814229,1,0],"
119,22040900,17001160,0,-22.9689026,-43.1850073,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9689026,-43.1850073,1,0],"
120,22040021,17001210,2,-22.9683015,-43.1839514,-22.977273,-43.190863,-22.9657331,-43.1835126,1,"[-22.9683015,-43.1839514,1,2],"
121,22081025,17001160,0,-22.9844176,-43.1926201,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9844176,-43.1926201,3,0],"
122,22060021,17001210,2,-22.9759489,-43.1912646,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9759489,-43.1912646,3,2],"
123,22061900,17001210,2,-22.9747594,-43.197717,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9747594,-43.197717,3,2],"
124,22071001,17001210,2,-22.9777221,-43.1915861,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9777221,-43.1915861,3,2],"
125,22030040,17001160,0,-22.9647721,-43.182748,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9647721,-43.182748,1,0],"
126,22030020,17001160,0,-22.9637463,-43.1814878,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9637463,-43.1814878,1,0],"
127,22030001,17001150,1,-22.9670297,-43.1860265,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9670297,-43.1860265,1,1],"
128,22031040,17001160,0,-22.9666858,-43.1889948,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9666858,-43.1889948,1,0],"
129,22040042,17001150,1,-22.9712899,-43.1892675,-22.971622,-43.188442,-22.9784463,-43.1918982,3,"[-22.9712899,-43.1892675,3,1],"
130,22021010,17001160,0,-22.9642485,-43.1772519,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9642485,-43.1772519,1,0],"
131,22031071,17001150,1,-22.9700047,-43.1839018,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9700047,-43.1839018,1,1],"
132,22081010,17001160,0,-22.9820342,-43.1922794,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9820342,-43.1922794,3,0],"
133,22040970,17001160,0,-22.9689026,-43.1850073,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9689026,-43.1850073,1,0],"
134,22031900,17001160,0,-22.9660917,-43.1880338,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9660917,-43.1880338,1,0],"
135,22041012,17001150,1,-22.972974,-43.1858259,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.972974,-43.1858259,1,1],"
136,22041011,17001150,1,-22.9729968,-43.1858541,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9729968,-43.1858541,1,1],"
137,22041902,17001160,0,-22.9668457,-43.1928756,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9668457,-43.1928756,1,0],"
138,22031072,17001150,1,-22.9679911,-43.1854806,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9679911,-43.1854806,1,1],"
139,22021020,17001160,0,-22.9642485,-43.1772519,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9642485,-43.1772519,1,0],"
140,22020040,17001160,0,-22.9657015,-43.1791444,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9657015,-43.1791444,1,0],"
141,22080001,17001150,1,-22.9820342,-43.1922794,-22.971622,-43.188442,-22.9784463,-43.1918982,3,"[-22.9820342,-43.1922794,3,1],"
142,22031901,17001160,0,-22.9660917,-43.1880338,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9660917,-43.1880338,1,0],"
143,22031030,17001160,0,-22.9686713,-43.1873172,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9686713,-43.1873172,1,0],"
144,22021040,17001160,0,-22.966613,-43.1826368,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.966613,-43.1826368,1,0],"
145,22071060,17001210,2,-22.9809892,-43.1940848,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9809892,-43.1940848,3,2],"
146,22071100,17001160,0,-22.9811614,-43.1925501,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9811614,-43.1925501,3,0],"
147,22071101,17001160,0,-22.9811963,-43.1925377,-22.978205,-43.190641,-22.9784463,-43.1918982,3,"[-22.9811963,-43.1925377,3,0],"
148,22080002,17001150,1,-22.9869237,-43.1907958,-22.971622,-43.188442,-22.9784463,-43.1918982,3,"[-22.9869237,-43.1907958,3,1],"
149,22041900,17001160,0,-22.9668457,-43.1928756,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9668457,-43.1928756,1,0],"
150,22071010,17001210,2,-22.9786161,-43.191477,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9786161,-43.191477,3,2],"
151,22030002,17001150,1,-22.9661989,-43.1843264,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9661989,-43.1843264,1,1],"
152,22260152,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
153,22260188,17001150,1,-22.9483486,-43.1939781,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9483486,-43.1939781,0,1],"
154,22260157,17001150,1,-22.9472509,-43.1949514,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9472509,-43.1949514,0,1],"
155,22260189,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
156,22011100,17001160,0,-22.9634394,-43.1803211,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9634394,-43.1803211,1,0],"
157,22290970,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
158,22260137,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
159,22290903,17001150,1,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9534631,-43.175927,2,1],"
160,22290140,17001150,1,-22.953013,-43.1763158,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.953013,-43.1763158,2,1],"
161,22260192,17001150,1,-22.948584,-43.1938412,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.948584,-43.1938412,0,1],"
162,22071070,17001210,2,-22.9787638,-43.1946912,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9787638,-43.1946912,3,2],"
163,22031120,17001160,0,-22.9655099,-43.1880466,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9655099,-43.1880466,1,0],"
164,22061050,17001210,2,-22.9741433,-43.1943977,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9741433,-43.1943977,3,2],"
165,22061011,17001210,2,-22.9766965,-43.1912925,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9766965,-43.1912925,3,2],"
166,22071080,17001210,2,-22.9787638,-43.1946912,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9787638,-43.1946912,3,2],"
167,22250150,17001150,1,-22.9469276,-43.1816581,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9469276,-43.1816581,2,1],"
168,22290070,17001150,1,-22.9538848,-43.1787054,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9538848,-43.1787054,2,1],"
169,22030050,17001160,0,-22.9661329,-43.1862187,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9661329,-43.1862187,1,0],"
170,22260191,17001150,1,-22.948463,-43.1938226,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.948463,-43.1938226,0,1],"
171,22061070,17001210,2,-22.9736306,-43.1937834,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9736306,-43.1937834,3,2],"
172,22290090,17001150,1,-22.9588861,-43.1769971,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9588861,-43.1769971,1,1],"
173,22260148,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
174,22061010,17001210,2,-22.9766015,-43.1913996,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9766015,-43.1913996,3,2],"
175,22260135,17001150,1,-22.9477273,-43.1944267,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477273,-43.1944267,0,1],"
176,22290240,17001150,1,-22.9517643,-43.1743733,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9517643,-43.1743733,2,1],"
177,22061080,17001210,2,-22.9722818,-43.1927048,-22.977273,-43.190863,-22.9784463,-43.1918982,3,"[-22.9722818,-43.1927048,3,2],"
178,22290210,17001150,1,-22.9494335,-43.1795426,-22.971622,-43.188442,-22.9489104,-43.1807636,2,"[-22.9494335,-43.1795426,2,1],"
179,22050020,17001160,0,-22.9713756,-43.1880759,-22.978205,-43.190641,-22.9657331,-43.1835126,1,"[-22.9713756,-43.1880759,1,0],"
180,22260124,17001150,1,-22.9483076,-43.1935501,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9483076,-43.1935501,0,1],"
181,22260130,17001150,1,-22.9503172,-43.1928547,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9503172,-43.1928547,0,1],"
182,22281132,17001150,1,-22.9619796,-43.1904587,-22.971622,-43.188442,-22.9657331,-43.1835126,1,"[-22.9619796,-43.1904587,1,1],"
183,22260184,17001150,1,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0,"[-22.9477513,-43.1928756,0,1],"
