"","cep","aps","Latitude","Longitude","lat_aps","long_aps"
"27",22070000,17001160,-22.9750051,-43.187385,-22.978205,-43.190641
"28",22070001,17001160,-22.9782332,-43.1887897,-22.978205,-43.190641
"29",22031000,17001160,-22.9687136,-43.1839705,-22.978205,-43.190641
"30",22060970,17001160,-22.9792041,-43.1898495,-22.978205,-43.190641
"31",22060001,17001160,-22.9807567,-43.1911138,-22.978205,-43.190641
"32",22060030,17001160,-22.9781081,-43.1896959,-22.978205,-43.190641
"33",22041050,17001160,-22.9668457,-43.1928756,-22.978205,-43.190641
"34",22011020,17001160,-22.9621646,-43.1758622,-22.978205,-43.190641
"35",22011040,17001160,-22.9633947,-43.1752502,-22.978205,-43.190641
"36",22040030,17001160,-22.9645233,-43.1803462,-22.978205,-43.190641
"37",22060040,17001160,-22.9798824,-43.1910059,-22.978205,-43.190641
"38",22020030,17001160,-22.9621959,-43.1783486,-22.978205,-43.190641
"39",22041080,17001160,-22.9677087,-43.1892128,-22.978205,-43.190641
"40",22011080,17001160,-22.9645233,-43.1803462,-22.978205,-43.190641
"41",22011901,17001160,-22.9614409,-43.1735053,-22.978205,-43.190641
"42",22020070,17001160,-22.9621959,-43.1783486,-22.978205,-43.190641
"43",22011970,17001160,-22.9614409,-43.1735053,-22.978205,-43.190641
"44",22031060,17001160,-22.9639633,-43.1912473,-22.978205,-43.190641
"45",22081032,17001150,-22.9851232,-43.1952964,-22.971622,-43.188442
"46",22070020,17001160,-22.9865556,-43.1883242,-22.978205,-43.190641
"47",22011011,17001150,-22.9629495,-43.1747915,-22.971622,-43.188442
"48",22061040,17001210,-22.9769047,-43.1938344,-22.977273,-43.190863
"49",22031130,17001160,-22.9660917,-43.1880338,-22.978205,-43.190641
"50",22040050,17001160,-22.9697135,-43.184085,-22.978205,-43.190641
"51",22061020,17001210,-22.9756546,-43.1923033,-22.977273,-43.190863
"52",22040901,17001160,-22.9689026,-43.1850073,-22.978205,-43.190641
"53",22051012,17001150,-22.9748916,-43.1872913,-22.971622,-43.188442
"54",22051020,17001160,-22.9720614,-43.1900124,-22.978205,-43.190641
"55",22040001,17001160,-22.9686243,-43.1857895,-22.978205,-43.190641
"56",22061021,17001210,-22.9747594,-43.197717,-22.977273,-43.190863
"57",22021050,17001160,-22.9652183,-43.1833188,-22.978205,-43.190641
"58",22011001,17001210,-22.9640719,-43.1787853,-22.977273,-43.190863
"59",22040002,17001160,-22.9682999,-43.1852364,-22.978205,-43.190641
"60",22050032,17001150,-22.9745731,-43.1905153,-22.971622,-43.188442
"61",22051011,17001150,-22.9728835,-43.1908261,-22.971622,-43.188442
"62",22051973,17001160,-22.9720434,-43.1898495,-22.978205,-43.190641
"63",22030010,17001160,-22.9642593,-43.1804746,-22.978205,-43.190641
"64",22051002,17001150,-22.9756546,-43.1923033,-22.971622,-43.188442
"65",22051001,17001150,-22.9714027,-43.1893664,-22.971622,-43.188442
"66",22050031,17001150,-22.975442,-43.1876342,-22.971622,-43.188442
"67",22041040,17001160,-22.966324,-43.1901327,-22.978205,-43.190641
"68",22051021,17001150,-22.9720515,-43.1900074,-22.971622,-43.188442
"69",22020010,17001160,-22.9638123,-43.1762277,-22.978205,-43.190641
"70",22041090,17001160,-22.9677087,-43.1892128,-22.978205,-43.190641
"71",22030900,17001160,-22.9629505,-43.1831914,-22.978205,-43.190641
"72",22020050,17001160,-22.9657015,-43.1791444,-22.978205,-43.190641
"73",22011900,17001160,-22.9614409,-43.1735053,-22.978205,-43.190641
"74",22051974,17001160,-22.9720434,-43.1898495,-22.978205,-43.190641
"75",22051030,17001160,-22.9715362,-43.1906752,-22.978205,-43.190641
"76",22081020,17001160,-22.9844176,-43.1926201,-22.978205,-43.190641
"77",22081000,17001160,-22.9846964,-43.1935143,-22.978205,-43.190641
"78",22011002,17001210,-22.9640719,-43.1787853,-22.977273,-43.190863
"79",22081001,17001160,-22.9846964,-43.1935143,-22.978205,-43.190641
"80",22071120,17001160,-22.9825018,-43.197328,-22.978205,-43.190641
"81",22290110,17001160,-22.9601065,-43.1767217,-22.978205,-43.190641
"82",22020020,17001160,-22.964749,-43.1783703,-22.978205,-43.190641
"83",22080040,17001160,-22.9870886,-43.1916513,-22.978205,-43.190641
"84",22031100,17001160,-22.9634292,-43.1943468,-22.978205,-43.190641
"85",22050011,17001150,-22.9699568,-43.1839369,-22.971622,-43.188442
"86",22011050,17001160,-22.9654,-43.180802,-22.978205,-43.190641
"87",22071020,17001210,-22.9786161,-43.191477,-22.977273,-43.190863
"88",22011030,17001160,-22.9620161,-43.1771158,-22.978205,-43.190641
"89",22061060,17001210,-22.9738362,-43.1943975,-22.977273,-43.190863
"90",22031011,17001150,-22.9690469,-43.1869922,-22.971622,-43.188442
"91",22011060,17001160,-22.9659386,-43.1805236,-22.978205,-43.190641
"92",22050012,17001150,-22.9715111,-43.1859386,-22.971622,-43.188442
"93",22021030,17001160,-22.9670991,-43.1805367,-22.978205,-43.190641
"94",22080041,17001160,-22.9870065,-43.1911948,-22.978205,-43.190641
"95",22031012,17001150,-22.9717493,-43.1846794,-22.971622,-43.188442
"96",22290120,17001160,-22.9611029,-43.1785563,-22.978205,-43.190641
"97",22080010,17001160,-22.9831907,-43.1919385,-22.978205,-43.190641
"98",22031020,17001160,-22.9690469,-43.1869922,-22.978205,-43.190641
"99",22051971,17001160,-22.9720434,-43.1898495,-22.978205,-43.190641
"100",22040010,17001160,-22.9672016,-43.1835627,-22.978205,-43.190641
"101",22071000,17001210,-22.9777221,-43.1915861,-22.977273,-43.190863
"102",22030030,17001160,-22.9638748,-43.1816745,-22.978205,-43.190641
"103",22040020,17001160,-22.9677257,-43.1843804,-22.978205,-43.190641
"104",22060020,17001210,-22.9766015,-43.1913996,-22.977273,-43.190863
"105",22071030,17001210,-22.9774568,-43.1963274,-22.977273,-43.190863
"106",22031090,17001160,-22.9674846,-43.1878901,-22.978205,-43.190641
"107",22011090,17001160,-22.9634394,-43.1803211,-22.978205,-43.190641
"108",22040041,17001150,-22.9689026,-43.1850073,-22.971622,-43.188442
"109",22041020,17001160,-22.9640262,-43.1921423,-22.978205,-43.190641
"110",22080030,17001160,-22.9862199,-43.1922938,-22.978205,-43.190641
"111",22041060,17001160,-22.966324,-43.1901327,-22.978205,-43.190641
"112",22071090,17001210,-22.9835329,-43.1950209,-22.977273,-43.190863
"113",22031050,17001160,-22.9662385,-43.1893646,-22.978205,-43.190641
"114",22041070,17001160,-22.9667595,-43.1907029,-22.978205,-43.190641
"115",22071040,17001210,-22.9771003,-43.1955537,-22.977273,-43.190863
"116",22041030,17001160,-22.9679571,-43.1904035,-22.978205,-43.190641
"117",22061000,17001210,-22.9737533,-43.1926185,-22.977273,-43.190863
"118",22020060,17001160,-22.9662785,-43.1814229,-22.978205,-43.190641
"119",22040900,17001160,-22.9689026,-43.1850073,-22.978205,-43.190641
"120",22040021,17001210,-22.9683015,-43.1839514,-22.977273,-43.190863
"121",22081025,17001160,-22.9844176,-43.1926201,-22.978205,-43.190641
"122",22060021,17001210,-22.9759489,-43.1912646,-22.977273,-43.190863
"123",22061900,17001210,-22.9747594,-43.197717,-22.977273,-43.190863
"124",22071001,17001210,-22.9777221,-43.1915861,-22.977273,-43.190863
"125",22030040,17001160,-22.9647721,-43.182748,-22.978205,-43.190641
"126",22030020,17001160,-22.9637463,-43.1814878,-22.978205,-43.190641
"127",22030001,17001150,-22.9670297,-43.1860265,-22.971622,-43.188442
"128",22031040,17001160,-22.9666858,-43.1889948,-22.978205,-43.190641
"129",22040042,17001150,-22.9712899,-43.1892675,-22.971622,-43.188442
"130",22021010,17001160,-22.9642485,-43.1772519,-22.978205,-43.190641
"131",22031071,17001150,-22.9700047,-43.1839018,-22.971622,-43.188442
"132",22081010,17001160,-22.9820342,-43.1922794,-22.978205,-43.190641
"133",22040970,17001160,-22.9689026,-43.1850073,-22.978205,-43.190641
"134",22031900,17001160,-22.9660917,-43.1880338,-22.978205,-43.190641
"135",22041012,17001150,-22.972974,-43.1858259,-22.971622,-43.188442
"136",22041011,17001150,-22.9729968,-43.1858541,-22.971622,-43.188442
"137",22041902,17001160,-22.9668457,-43.1928756,-22.978205,-43.190641
"138",22031072,17001150,-22.9679911,-43.1854806,-22.971622,-43.188442
"139",22021020,17001160,-22.9642485,-43.1772519,-22.978205,-43.190641
"140",22020040,17001160,-22.9657015,-43.1791444,-22.978205,-43.190641
"141",22080001,17001150,-22.9820342,-43.1922794,-22.971622,-43.188442
"142",22031901,17001160,-22.9660917,-43.1880338,-22.978205,-43.190641
"143",22031030,17001160,-22.9686713,-43.1873172,-22.978205,-43.190641
"144",22021040,17001160,-22.966613,-43.1826368,-22.978205,-43.190641
"145",22071060,17001210,-22.9809892,-43.1940848,-22.977273,-43.190863
"146",22071100,17001160,-22.9811614,-43.1925501,-22.978205,-43.190641
"147",22071101,17001160,-22.9811963,-43.1925377,-22.978205,-43.190641
"148",22080002,17001150,-22.9869237,-43.1907958,-22.971622,-43.188442
"149",22041900,17001160,-22.9668457,-43.1928756,-22.978205,-43.190641
"150",22071010,17001210,-22.9786161,-43.191477,-22.977273,-43.190863
"151",22030002,17001150,-22.9661989,-43.1843264,-22.971622,-43.188442
"152",22260152,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"153",22260188,17001150,-22.9483486,-43.1939781,-22.971622,-43.188442
"154",22260157,17001150,-22.9472509,-43.1949514,-22.971622,-43.188442
"155",22260189,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"156",22011100,17001160,-22.9634394,-43.1803211,-22.978205,-43.190641
"157",22290970,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"158",22260137,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"159",22290903,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"160",22290140,17001150,-22.953013,-43.1763158,-22.971622,-43.188442
"161",22260192,17001150,-22.948584,-43.1938412,-22.971622,-43.188442
"162",22071070,17001210,-22.9787638,-43.1946912,-22.977273,-43.190863
"163",22031120,17001160,-22.9655099,-43.1880466,-22.978205,-43.190641
"164",22061050,17001210,-22.9741433,-43.1943977,-22.977273,-43.190863
"165",22061011,17001210,-22.9766965,-43.1912925,-22.977273,-43.190863
"166",22071080,17001210,-22.9787638,-43.1946912,-22.977273,-43.190863
"167",22250150,17001150,-22.9469276,-43.1816581,-22.971622,-43.188442
"168",22290070,17001150,-22.9538848,-43.1787054,-22.971622,-43.188442
"169",22030050,17001160,-22.9661329,-43.1862187,-22.978205,-43.190641
"170",22260191,17001150,-22.948463,-43.1938226,-22.971622,-43.188442
"171",22061070,17001210,-22.9736306,-43.1937834,-22.977273,-43.190863
"172",22290090,17001150,-22.9588861,-43.1769971,-22.971622,-43.188442
"173",22260148,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"174",22061010,17001210,-22.9766015,-43.1913996,-22.977273,-43.190863
"175",22260135,17001150,-22.9477273,-43.1944267,-22.971622,-43.188442
"176",22290240,17001150,-22.9517643,-43.1743733,-22.971622,-43.188442
"177",22061080,17001210,-22.9722818,-43.1927048,-22.977273,-43.190863
"178",22290210,17001150,-22.9494335,-43.1795426,-22.971622,-43.188442
"179",22050020,17001160,-22.9713756,-43.1880759,-22.978205,-43.190641
"180",22260124,17001150,-22.9483076,-43.1935501,-22.971622,-43.188442
"181",22260130,17001150,-22.9503172,-43.1928547,-22.971622,-43.188442
"182",22281132,17001150,-22.9619796,-43.1904587,-22.971622,-43.188442
"183",22260184,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"184",22250000,17001150,-22.9407036,-43.1762808,-22.971622,-43.188442
"185",22260181,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"186",22260180,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"187",22231030,17001150,-22.9413911,-43.1823861,-22.971622,-43.188442
"188",22250200,17001150,-22.9454015,-43.1837891,-22.971622,-43.188442
"189",22260139,17001150,-22.9474581,-43.1940794,-22.971622,-43.188442
"190",22231050,17001150,-22.944054,-43.182221,-22.971622,-43.188442
"191",22290050,17001150,-22.9535516,-43.1795691,-22.971622,-43.188442
"192",22290150,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"193",22250170,17001150,-22.9489438,-43.1823363,-22.971622,-43.188442
"194",22260149,17001150,-22.9474334,-43.1934236,-22.971622,-43.188442
"195",22260134,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"196",22281131,17001150,-22.9619796,-43.1904587,-22.971622,-43.188442
"197",22260183,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"198",22290130,17001150,-22.9613186,-43.1788624,-22.971622,-43.188442
"199",22290060,17001150,-22.9530416,-43.1763296,-22.971622,-43.188442
"200",22250904,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"201",22250901,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"202",22250010,17001150,-22.9426827,-43.1767365,-22.971622,-43.188442
"203",22250909,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"204",22250908,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"205",22260100,17001150,-22.9505026,-43.1928846,-22.971622,-43.188442
"206",22250906,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"207",22260206,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"208",22250040,17001150,-22.9436733,-43.1812205,-22.971622,-43.188442
"209",22260070,17001150,-22.9471986,-43.1894146,-22.971622,-43.188442
"210",22260195,17001150,-22.9486844,-43.1939346,-22.971622,-43.188442
"211",22260122,17001150,-22.9479827,-43.1929957,-22.971622,-43.188442
"212",22250910,17001160,-22.9407113,-43.1783486,-22.978205,-43.190641
"213",22250905,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"214",22260187,17001150,-22.9484381,-43.1934552,-22.971622,-43.188442
"215",22250145,17001160,-22.9439748,-43.1819777,-22.978205,-43.190641
"216",22251050,17001150,-22.9469131,-43.1857716,-22.971622,-43.188442
"217",22260105,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"218",22250907,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"219",22270080,17001150,-22.9534746,-43.1925763,-22.971622,-43.188442
"220",22281010,17001150,-22.9527293,-43.1945297,-22.971622,-43.188442
"221",22250900,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442
"222",22280110,17001150,-22.957009,-43.1830499,-22.971622,-43.188442
"223",22280070,17001150,-22.9556167,-43.1840454,-22.971622,-43.188442
"224",22260155,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"225",22231000,17001150,-22.9407036,-43.1762808,-22.971622,-43.188442
"226",22260020,17001150,-22.9472243,-43.1881107,-22.971622,-43.188442
"227",22270020,17001150,-22.9547872,-43.1940411,-22.971622,-43.188442
"228",22260169,17001150,-22.9474854,-43.1950398,-22.971622,-43.188442
"229",22260050,17001150,-22.9469666,-43.1896614,-22.971622,-43.188442
"230",22260167,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"231",22271020,17001150,-22.9543308,-43.1955963,-22.971622,-43.188442
"232",22260120,17001150,-22.9499806,-43.1930384,-22.971622,-43.188442
"233",22290190,17001150,-22.9517648,-43.1769231,-22.971622,-43.188442
"234",22250160,17001150,-22.9522193,-43.1818986,-22.971622,-43.188442
"235",22280080,17001150,-22.9560113,-43.1849921,-22.971622,-43.188442
"236",22281110,17001150,-22.9595919,-43.1921123,-22.971622,-43.188442
"237",22260154,17001150,-22.9471641,-43.1939788,-22.971622,-43.188442
"238",22251030,17001150,-22.9443217,-43.1865825,-22.971622,-43.188442
"239",22260166,17001150,-22.9468389,-43.1945749,-22.971622,-43.188442
"240",22230090,17001150,-22.9398553,-43.179413,-22.971622,-43.188442
"241",22260193,17001150,-22.9485626,-43.1939387,-22.971622,-43.188442
"242",22260205,17001150,-22.9481313,-43.1944607,-22.971622,-43.188442
"243",22250911,17001160,-22.9407113,-43.1783486,-22.978205,-43.190641
"244",22271000,17001150,-22.9544478,-43.1958406,-22.971622,-43.188442
"245",22260199,17001150,-22.9485691,-43.1945529,-22.971622,-43.188442
"246",22280030,17001150,-22.9512535,-43.1873484,-22.971622,-43.188442
"247",22281150,17001150,-22.9604604,-43.1906697,-22.971622,-43.188442
"248",22270070,17001150,-22.9502716,-43.1920241,-22.971622,-43.188442
"249",22290904,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"250",22260196,17001150,-22.9483226,-43.1944442,-22.971622,-43.188442
"251",22260146,17001150,-22.9474922,-43.1934158,-22.971622,-43.188442
"252",22290000,17001150,-22.9545568,-43.182559,-22.971622,-43.188442
"253",22260172,17001150,-22.9468548,-43.1941207,-22.971622,-43.188442
"254",22290031,17001150,-22.9535588,-43.1815471,-22.971622,-43.188442
"255",22260136,17001150,-22.9475723,-43.1945213,-22.971622,-43.188442
"256",22260164,17001150,-22.9471654,-43.1951107,-22.971622,-43.188442
"257",22260010,17001150,-22.9494375,-43.186596,-22.971622,-43.188442
"258",22260186,17001150,-22.9482868,-43.1938301,-22.971622,-43.188442
"259",22260179,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"260",22260153,17001150,-22.947179,-43.1942444,-22.971622,-43.188442
"261",22260201,17001150,-22.9485797,-43.1941119,-22.971622,-43.188442
"262",22280020,17001150,-22.9529417,-43.188611,-22.971622,-43.188442
"263",22260145,17001150,-22.9475717,-43.1937173,-22.971622,-43.188442
"264",22290030,17001150,-22.9522756,-43.1824792,-22.971622,-43.188442
"265",22260090,17001150,-22.94784,-43.1898369,-22.971622,-43.188442
"266",22260125,17001150,-22.9479672,-43.1934729,-22.971622,-43.188442
"267",22260162,17001150,-22.9471444,-43.1943731,-22.971622,-43.188442
"268",22260156,17001150,-22.9470197,-43.1942175,-22.971622,-43.188442
"269",22260182,17001150,-22.9466969,-43.1945228,-22.971622,-43.188442
"270",22260142,17001150,-22.9473716,-43.1944241,-22.971622,-43.188442
"271",22281100,17001150,-22.9588106,-43.1924914,-22.971622,-43.188442
"272",22290973,17001170,-22.9534631,-43.175927,-22.937902,-43.190976
"273",22231020,17001150,-22.9415451,-43.1814763,-22.971622,-43.188442
"274",22231060,17001150,-22.9407365,-43.1826224,-22.971622,-43.188442
"275",22260176,17001150,-22.9467883,-43.1939055,-22.971622,-43.188442
"276",22281020,17001150,-22.953138,-43.1943433,-22.971622,-43.188442
"277",22290080,17001150,-22.9558314,-43.1803273,-22.971622,-43.188442
"278",22281060,17001150,-22.9566669,-43.1929782,-22.971622,-43.188442
"279",22280005,17001150,-22.9560109,-43.1853547,-22.971622,-43.188442
"280",22290040,17001150,-22.9530406,-43.1771388,-22.971622,-43.188442
"281",22290901,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"282",22280002,17001150,-22.9566508,-43.187219,-22.971622,-43.188442
"283",22231040,17001150,-22.941918,-43.1822395,-22.971622,-43.188442
"284",22290905,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"285",22280060,17001150,-22.9554261,-43.1863315,-22.971622,-43.188442
"286",22270060,17001150,-22.9495172,-43.1888273,-22.971622,-43.188442
"287",22281040,17001150,-22.9557592,-43.1933571,-22.971622,-43.188442
"288",22281090,17001150,-22.9578211,-43.1952063,-22.971622,-43.188442
"289",22280970,17001150,-22.9557893,-43.1831914,-22.971622,-43.188442
"290",22260197,17001150,-22.9488696,-43.1940338,-22.971622,-43.188442
"291",22280004,17001150,-22.9560109,-43.1853547,-22.971622,-43.188442
"292",22260190,17001150,-22.9514378,-43.1984893,-22.971622,-43.188442
"293",22280003,17001150,-22.9573422,-43.1892424,-22.971622,-43.188442
"294",22281050,17001150,-22.9554286,-43.1924703,-22.971622,-43.188442
"295",22281140,17001150,-22.9610834,-43.1905699,-22.971622,-43.188442
"296",22260005,17001210,-22.9506728,-43.184179,-22.977273,-43.190863
"297",22290972,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"298",22260143,17001150,-22.9473362,-43.1939237,-22.971622,-43.188442
"299",22251010,17001150,-22.9418151,-43.1885069,-22.971622,-43.188442
"300",22260128,17001150,-22.9479212,-43.1937562,-22.971622,-43.188442
"301",22260194,17001150,-22.9488647,-43.1939761,-22.971622,-43.188442
"302",22271010,17001150,-22.9530461,-43.1953903,-22.971622,-43.188442
"303",22260129,17001150,-22.9481748,-43.1938876,-22.971622,-43.188442
"304",22271100,17001150,-22.9552929,-43.1888967,-22.971622,-43.188442
"305",22251000,17001150,-22.9406322,-43.1869807,-22.971622,-43.188442
"306",22290906,17001150,-22.9534631,-43.175927,-22.971622,-43.188442
"307",22260040,17001150,-22.9471387,-43.1893099,-22.971622,-43.188442
"308",22280090,17001150,-22.9556167,-43.1840454,-22.971622,-43.188442
"309",22251020,17001150,-22.9418151,-43.1885069,-22.971622,-43.188442
"310",22231010,17001150,-22.9409766,-43.182298,-22.971622,-43.188442
"311",22260203,17001150,-22.9482546,-43.1942906,-22.971622,-43.188442
"312",22251060,17001150,-22.9461807,-43.1868692,-22.971622,-43.188442
"313",22260150,17001150,-22.948909,-43.1933207,-22.971622,-43.188442
"314",22260126,17001150,-22.948078,-43.1940512,-22.971622,-43.188442
"315",22281000,17001150,-22.9527722,-43.1944868,-22.971622,-43.188442
"316",22250210,17001150,-22.946016,-43.1839194,-22.971622,-43.188442
"317",22260127,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"318",22260140,17001150,-22.9487117,-43.1930266,-22.971622,-43.188442
"319",22290175,17001150,-22.9563687,-43.1760003,-22.971622,-43.188442
"320",22251040,17001150,-22.9435931,-43.1852571,-22.971622,-43.188442
"321",22260132,17001150,-22.9479972,-43.1940709,-22.971622,-43.188442
"322",22251090,17001150,-22.9460328,-43.1842019,-22.971622,-43.188442
"323",22290160,17001150,-22.9563687,-43.1760003,-22.971622,-43.188442
"324",22260177,17001150,-22.9465198,-43.1947521,-22.971622,-43.188442
"325",22280010,17001150,-22.954343,-43.1867689,-22.971622,-43.188442
"326",22281900,17001150,-22.9521014,-43.1959016,-22.971622,-43.188442
"327",22281035,17001150,-22.957977,-43.1914505,-22.971622,-43.188442
"328",22251080,17001150,-22.9478393,-43.1842394,-22.971622,-43.188442
"329",22260185,17001150,-22.9486427,-43.1935846,-22.971622,-43.188442
"330",22281070,17001150,-22.9577899,-43.1928645,-22.971622,-43.188442
"331",22270050,17001150,-22.9521924,-43.1866519,-22.971622,-43.188442
"332",22260147,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"333",22281036,17001150,-22.9562868,-43.192116,-22.971622,-43.188442
"334",22280040,17001150,-22.951459,-43.1825358,-22.971622,-43.188442
"335",22281034,17001150,-22.9524213,-43.1936538,-22.971622,-43.188442
"336",22280100,17001150,-22.9552405,-43.1831332,-22.971622,-43.188442
"337",22281080,17001150,-22.9585181,-43.1949606,-22.971622,-43.188442
"338",22281033,17001150,-22.9524213,-43.1936538,-22.971622,-43.188442
"339",22260123,17001150,-22.9483455,-43.1932203,-22.971622,-43.188442
"340",22270971,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442
"341",22260000,17001150,-22.9493961,-43.1856393,-22.971622,-43.188442
"342",22260001,17001150,-22.949718,-43.1898046,-22.971622,-43.188442
"343",22281032,17001150,-22.9589983,-43.1911359,-22.971622,-43.188442
"344",22270902,17001150,-22.9557278,-43.1904547,-22.971622,-43.188442
"345",22260110,17001150,-22.9509051,-43.1937294,-22.971622,-43.188442
"346",22260900,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"347",22260030,17001150,-22.9472243,-43.1881107,-22.971622,-43.188442
"348",22260007,17001150,-22.9499643,-43.190542,-22.971622,-43.188442
"349",22280050,17001150,-22.9550475,-43.1855991,-22.971622,-43.188442
"350",22260133,17001150,-22.9479471,-43.1939319,-22.971622,-43.188442
"351",22260009,17001150,-22.9505528,-43.1927542,-22.971622,-43.188442
"352",22260002,17001150,-22.9495841,-43.1868382,-22.971622,-43.188442
"353",22260970,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442
"354",22260170,17001150,-22.9514378,-43.1984893,-22.971622,-43.188442
"355",22271091,17001150,-22.9577044,-43.1946193,-22.971622,-43.188442
"356",22281120,17001150,-22.9608029,-43.1913983,-22.971622,-43.188442
"357",22260003,17001150,-22.9497388,-43.1871448,-22.971622,-43.188442
"358",22270010,17001150,-22.9536336,-43.1906843,-22.971622,-43.188442
"359",22270012,17001150,-22.952854,-43.188409,-22.971622,-43.188442
"360",22251070,17001150,-22.9469131,-43.1857716,-22.971622,-43.188442
"361",22260006,17001150,-22.9503067,-43.1928137,-22.971622,-43.188442
"362",22270003,17001150,-22.9539705,-43.1914239,-22.971622,-43.188442
"363",22270001,17001150,-22.9528508,-43.1883266,-22.971622,-43.188442
"364",22271110,17001150,-22.9533303,-43.1898181,-22.971622,-43.188442
"365",22290010,17001150,-22.9534016,-43.1824267,-22.971622,-43.188442
"366",22271092,17001150,-22.9576558,-43.1945817,-22.971622,-43.188442
"367",22270000,17001150,-22.9507292,-43.1817215,-22.971622,-43.188442
"368",22250180,17001150,-22.946016,-43.1839194,-22.971622,-43.188442
"369",22260178,17001150,-22.9464364,-43.1942244,-22.971622,-43.188442
"370",22270014,17001150,-22.9538479,-43.1907763,-22.971622,-43.188442
"371",22260004,17001150,-22.9499643,-43.190542,-22.971622,-43.188442
"372",22271022,17001150,-22.9568196,-43.1950927,-22.971622,-43.188442
"373",22271021,17001150,-22.9568201,-43.1949794,-22.971622,-43.188442
"374",22270030,17001150,-22.9547147,-43.1904548,-22.971622,-43.188442
"375",22260080,17001150,-22.9474061,-43.188992,-22.971622,-43.188442
"376",22270005,17001150,-22.9551883,-43.1950792,-22.971622,-43.188442
"377",22270016,17001150,-22.954914,-43.1941319,-22.971622,-43.188442
"378",22260158,17001150,-22.9471138,-43.1947542,-22.971622,-43.188442
