X,cep,aps,Latitude,Longitude,lat_aps,long_aps,centerLat,centerLong,grupo
34,22011020,17001160,-22.9621646,-43.1758622,-22.978205,-43.190641,-22.9657331,-43.1835126,1
35,22011040,17001160,-22.9633947,-43.1752502,-22.978205,-43.190641,-22.9657331,-43.1835126,1
36,22040030,17001160,-22.9645233,-43.1803462,-22.978205,-43.190641,-22.9657331,-43.1835126,1
37,22060040,17001160,-22.9798824,-43.1910059,-22.978205,-43.190641,-22.9784463,-43.1918982,3
38,22020030,17001160,-22.9621959,-43.1783486,-22.978205,-43.190641,-22.9657331,-43.1835126,1
39,22041080,17001160,-22.9677087,-43.1892128,-22.978205,-43.190641,-22.9657331,-43.1835126,1
40,22011080,17001160,-22.9645233,-43.1803462,-22.978205,-43.190641,-22.9657331,-43.1835126,1
41,22011901,17001160,-22.9614409,-43.1735053,-22.978205,-43.190641,-22.9657331,-43.1835126,1
42,22020070,17001160,-22.9621959,-43.1783486,-22.978205,-43.190641,-22.9657331,-43.1835126,1
43,22011970,17001160,-22.9614409,-43.1735053,-22.978205,-43.190641,-22.9657331,-43.1835126,1
44,22031060,17001160,-22.9639633,-43.1912473,-22.978205,-43.190641,-22.9657331,-43.1835126,1
45,22081032,17001150,-22.9851232,-43.1952964,-22.971622,-43.188442,-22.9784463,-43.1918982,3
46,22070020,17001160,-22.9865556,-43.1883242,-22.978205,-43.190641,-22.9784463,-43.1918982,3
47,22011011,17001150,-22.9629495,-43.1747915,-22.971622,-43.188442,-22.9657331,-43.1835126,1
48,22061040,17001210,-22.9769047,-43.1938344,-22.977273,-43.190863,-22.9784463,-43.1918982,3
49,22031130,17001160,-22.9660917,-43.1880338,-22.978205,-43.190641,-22.9657331,-43.1835126,1
50,22040050,17001160,-22.9697135,-43.184085,-22.978205,-43.190641,-22.9657331,-43.1835126,1
51,22061020,17001210,-22.9756546,-43.1923033,-22.977273,-43.190863,-22.9784463,-43.1918982,3
52,22040901,17001160,-22.9689026,-43.1850073,-22.978205,-43.190641,-22.9657331,-43.1835126,1
53,22051012,17001150,-22.9748916,-43.1872913,-22.971622,-43.188442,-22.9784463,-43.1918982,3
54,22051020,17001160,-22.9720614,-43.1900124,-22.978205,-43.190641,-22.9784463,-43.1918982,3
55,22040001,17001160,-22.9686243,-43.1857895,-22.978205,-43.190641,-22.9657331,-43.1835126,1
56,22061021,17001210,-22.9747594,-43.197717,-22.977273,-43.190863,-22.9784463,-43.1918982,3
57,22021050,17001160,-22.9652183,-43.1833188,-22.978205,-43.190641,-22.9657331,-43.1835126,1
58,22011001,17001210,-22.9640719,-43.1787853,-22.977273,-43.190863,-22.9657331,-43.1835126,1
59,22040002,17001160,-22.9682999,-43.1852364,-22.978205,-43.190641,-22.9657331,-43.1835126,1
60,22050032,17001150,-22.9745731,-43.1905153,-22.971622,-43.188442,-22.9784463,-43.1918982,3
61,22051011,17001150,-22.9728835,-43.1908261,-22.971622,-43.188442,-22.9784463,-43.1918982,3
62,22051973,17001160,-22.9720434,-43.1898495,-22.978205,-43.190641,-22.9784463,-43.1918982,3
63,22030010,17001160,-22.9642593,-43.1804746,-22.978205,-43.190641,-22.9657331,-43.1835126,1
64,22051002,17001150,-22.9756546,-43.1923033,-22.971622,-43.188442,-22.9784463,-43.1918982,3
65,22051001,17001150,-22.9714027,-43.1893664,-22.971622,-43.188442,-22.9784463,-43.1918982,3
66,22050031,17001150,-22.975442,-43.1876342,-22.971622,-43.188442,-22.9784463,-43.1918982,3
67,22041040,17001160,-22.966324,-43.1901327,-22.978205,-43.190641,-22.9657331,-43.1835126,1
68,22051021,17001150,-22.9720515,-43.1900074,-22.971622,-43.188442,-22.9784463,-43.1918982,3
69,22020010,17001160,-22.9638123,-43.1762277,-22.978205,-43.190641,-22.9657331,-43.1835126,1
70,22041090,17001160,-22.9677087,-43.1892128,-22.978205,-43.190641,-22.9657331,-43.1835126,1
71,22030900,17001160,-22.9629505,-43.1831914,-22.978205,-43.190641,-22.9657331,-43.1835126,1
72,22020050,17001160,-22.9657015,-43.1791444,-22.978205,-43.190641,-22.9657331,-43.1835126,1
73,22011900,17001160,-22.9614409,-43.1735053,-22.978205,-43.190641,-22.9657331,-43.1835126,1
74,22051974,17001160,-22.9720434,-43.1898495,-22.978205,-43.190641,-22.9784463,-43.1918982,3
75,22051030,17001160,-22.9715362,-43.1906752,-22.978205,-43.190641,-22.9784463,-43.1918982,3
76,22081020,17001160,-22.9844176,-43.1926201,-22.978205,-43.190641,-22.9784463,-43.1918982,3
77,22081000,17001160,-22.9846964,-43.1935143,-22.978205,-43.190641,-22.9784463,-43.1918982,3
78,22011002,17001210,-22.9640719,-43.1787853,-22.977273,-43.190863,-22.9657331,-43.1835126,1
79,22081001,17001160,-22.9846964,-43.1935143,-22.978205,-43.190641,-22.9784463,-43.1918982,3
80,22071120,17001160,-22.9825018,-43.197328,-22.978205,-43.190641,-22.9784463,-43.1918982,3
81,22290110,17001160,-22.9601065,-43.1767217,-22.978205,-43.190641,-22.9657331,-43.1835126,1
82,22020020,17001160,-22.964749,-43.1783703,-22.978205,-43.190641,-22.9657331,-43.1835126,1
83,22080040,17001160,-22.9870886,-43.1916513,-22.978205,-43.190641,-22.9784463,-43.1918982,3
84,22031100,17001160,-22.9634292,-43.1943468,-22.978205,-43.190641,-22.9657331,-43.1835126,1
85,22050011,17001150,-22.9699568,-43.1839369,-22.971622,-43.188442,-22.9657331,-43.1835126,1
86,22011050,17001160,-22.9654,-43.180802,-22.978205,-43.190641,-22.9657331,-43.1835126,1
87,22071020,17001210,-22.9786161,-43.191477,-22.977273,-43.190863,-22.9784463,-43.1918982,3
88,22011030,17001160,-22.9620161,-43.1771158,-22.978205,-43.190641,-22.9657331,-43.1835126,1
89,22061060,17001210,-22.9738362,-43.1943975,-22.977273,-43.190863,-22.9784463,-43.1918982,3
90,22031011,17001150,-22.9690469,-43.1869922,-22.971622,-43.188442,-22.9657331,-43.1835126,1
91,22011060,17001160,-22.9659386,-43.1805236,-22.978205,-43.190641,-22.9657331,-43.1835126,1
92,22050012,17001150,-22.9715111,-43.1859386,-22.971622,-43.188442,-22.9657331,-43.1835126,1
93,22021030,17001160,-22.9670991,-43.1805367,-22.978205,-43.190641,-22.9657331,-43.1835126,1
94,22080041,17001160,-22.9870065,-43.1911948,-22.978205,-43.190641,-22.9784463,-43.1918982,3
95,22031012,17001150,-22.9717493,-43.1846794,-22.971622,-43.188442,-22.9657331,-43.1835126,1
96,22290120,17001160,-22.9611029,-43.1785563,-22.978205,-43.190641,-22.9657331,-43.1835126,1
97,22080010,17001160,-22.9831907,-43.1919385,-22.978205,-43.190641,-22.9784463,-43.1918982,3
98,22031020,17001160,-22.9690469,-43.1869922,-22.978205,-43.190641,-22.9657331,-43.1835126,1
99,22051971,17001160,-22.9720434,-43.1898495,-22.978205,-43.190641,-22.9784463,-43.1918982,3
100,22040010,17001160,-22.9672016,-43.1835627,-22.978205,-43.190641,-22.9657331,-43.1835126,1
101,22071000,17001210,-22.9777221,-43.1915861,-22.977273,-43.190863,-22.9784463,-43.1918982,3
102,22030030,17001160,-22.9638748,-43.1816745,-22.978205,-43.190641,-22.9657331,-43.1835126,1
103,22040020,17001160,-22.9677257,-43.1843804,-22.978205,-43.190641,-22.9657331,-43.1835126,1
104,22060020,17001210,-22.9766015,-43.1913996,-22.977273,-43.190863,-22.9784463,-43.1918982,3
105,22071030,17001210,-22.9774568,-43.1963274,-22.977273,-43.190863,-22.9784463,-43.1918982,3
106,22031090,17001160,-22.9674846,-43.1878901,-22.978205,-43.190641,-22.9657331,-43.1835126,1
107,22011090,17001160,-22.9634394,-43.1803211,-22.978205,-43.190641,-22.9657331,-43.1835126,1
108,22040041,17001150,-22.9689026,-43.1850073,-22.971622,-43.188442,-22.9657331,-43.1835126,1
109,22041020,17001160,-22.9640262,-43.1921423,-22.978205,-43.190641,-22.9657331,-43.1835126,1
110,22080030,17001160,-22.9862199,-43.1922938,-22.978205,-43.190641,-22.9784463,-43.1918982,3
111,22041060,17001160,-22.966324,-43.1901327,-22.978205,-43.190641,-22.9657331,-43.1835126,1
112,22071090,17001210,-22.9835329,-43.1950209,-22.977273,-43.190863,-22.9784463,-43.1918982,3
113,22031050,17001160,-22.9662385,-43.1893646,-22.978205,-43.190641,-22.9657331,-43.1835126,1
114,22041070,17001160,-22.9667595,-43.1907029,-22.978205,-43.190641,-22.9657331,-43.1835126,1
115,22071040,17001210,-22.9771003,-43.1955537,-22.977273,-43.190863,-22.9784463,-43.1918982,3
116,22041030,17001160,-22.9679571,-43.1904035,-22.978205,-43.190641,-22.9657331,-43.1835126,1
117,22061000,17001210,-22.9737533,-43.1926185,-22.977273,-43.190863,-22.9784463,-43.1918982,3
118,22020060,17001160,-22.9662785,-43.1814229,-22.978205,-43.190641,-22.9657331,-43.1835126,1
119,22040900,17001160,-22.9689026,-43.1850073,-22.978205,-43.190641,-22.9657331,-43.1835126,1
120,22040021,17001210,-22.9683015,-43.1839514,-22.977273,-43.190863,-22.9657331,-43.1835126,1
121,22081025,17001160,-22.9844176,-43.1926201,-22.978205,-43.190641,-22.9784463,-43.1918982,3
122,22060021,17001210,-22.9759489,-43.1912646,-22.977273,-43.190863,-22.9784463,-43.1918982,3
123,22061900,17001210,-22.9747594,-43.197717,-22.977273,-43.190863,-22.9784463,-43.1918982,3
124,22071001,17001210,-22.9777221,-43.1915861,-22.977273,-43.190863,-22.9784463,-43.1918982,3
125,22030040,17001160,-22.9647721,-43.182748,-22.978205,-43.190641,-22.9657331,-43.1835126,1
126,22030020,17001160,-22.9637463,-43.1814878,-22.978205,-43.190641,-22.9657331,-43.1835126,1
127,22030001,17001150,-22.9670297,-43.1860265,-22.971622,-43.188442,-22.9657331,-43.1835126,1
128,22031040,17001160,-22.9666858,-43.1889948,-22.978205,-43.190641,-22.9657331,-43.1835126,1
129,22040042,17001150,-22.9712899,-43.1892675,-22.971622,-43.188442,-22.9784463,-43.1918982,3
130,22021010,17001160,-22.9642485,-43.1772519,-22.978205,-43.190641,-22.9657331,-43.1835126,1
131,22031071,17001150,-22.9700047,-43.1839018,-22.971622,-43.188442,-22.9657331,-43.1835126,1
132,22081010,17001160,-22.9820342,-43.1922794,-22.978205,-43.190641,-22.9784463,-43.1918982,3
133,22040970,17001160,-22.9689026,-43.1850073,-22.978205,-43.190641,-22.9657331,-43.1835126,1
134,22031900,17001160,-22.9660917,-43.1880338,-22.978205,-43.190641,-22.9657331,-43.1835126,1
135,22041012,17001150,-22.972974,-43.1858259,-22.971622,-43.188442,-22.9657331,-43.1835126,1
136,22041011,17001150,-22.9729968,-43.1858541,-22.971622,-43.188442,-22.9657331,-43.1835126,1
137,22041902,17001160,-22.9668457,-43.1928756,-22.978205,-43.190641,-22.9657331,-43.1835126,1
138,22031072,17001150,-22.9679911,-43.1854806,-22.971622,-43.188442,-22.9657331,-43.1835126,1
139,22021020,17001160,-22.9642485,-43.1772519,-22.978205,-43.190641,-22.9657331,-43.1835126,1
140,22020040,17001160,-22.9657015,-43.1791444,-22.978205,-43.190641,-22.9657331,-43.1835126,1
141,22080001,17001150,-22.9820342,-43.1922794,-22.971622,-43.188442,-22.9784463,-43.1918982,3
142,22031901,17001160,-22.9660917,-43.1880338,-22.978205,-43.190641,-22.9657331,-43.1835126,1
143,22031030,17001160,-22.9686713,-43.1873172,-22.978205,-43.190641,-22.9657331,-43.1835126,1
144,22021040,17001160,-22.966613,-43.1826368,-22.978205,-43.190641,-22.9657331,-43.1835126,1
145,22071060,17001210,-22.9809892,-43.1940848,-22.977273,-43.190863,-22.9784463,-43.1918982,3
146,22071100,17001160,-22.9811614,-43.1925501,-22.978205,-43.190641,-22.9784463,-43.1918982,3
147,22071101,17001160,-22.9811963,-43.1925377,-22.978205,-43.190641,-22.9784463,-43.1918982,3
148,22080002,17001150,-22.9869237,-43.1907958,-22.971622,-43.188442,-22.9784463,-43.1918982,3
149,22041900,17001160,-22.9668457,-43.1928756,-22.978205,-43.190641,-22.9657331,-43.1835126,1
150,22071010,17001210,-22.9786161,-43.191477,-22.977273,-43.190863,-22.9784463,-43.1918982,3
151,22030002,17001150,-22.9661989,-43.1843264,-22.971622,-43.188442,-22.9657331,-43.1835126,1
152,22260152,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
153,22260188,17001150,-22.9483486,-43.1939781,-22.971622,-43.188442,-22.9505288,-43.1926064,0
154,22260157,17001150,-22.9472509,-43.1949514,-22.971622,-43.188442,-22.9505288,-43.1926064,0
155,22260189,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
156,22011100,17001160,-22.9634394,-43.1803211,-22.978205,-43.190641,-22.9657331,-43.1835126,1
157,22290970,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
158,22260137,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
159,22290903,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
160,22290140,17001150,-22.953013,-43.1763158,-22.971622,-43.188442,-22.9489104,-43.1807636,2
161,22260192,17001150,-22.948584,-43.1938412,-22.971622,-43.188442,-22.9505288,-43.1926064,0
162,22071070,17001210,-22.9787638,-43.1946912,-22.977273,-43.190863,-22.9784463,-43.1918982,3
163,22031120,17001160,-22.9655099,-43.1880466,-22.978205,-43.190641,-22.9657331,-43.1835126,1
164,22061050,17001210,-22.9741433,-43.1943977,-22.977273,-43.190863,-22.9784463,-43.1918982,3
165,22061011,17001210,-22.9766965,-43.1912925,-22.977273,-43.190863,-22.9784463,-43.1918982,3
166,22071080,17001210,-22.9787638,-43.1946912,-22.977273,-43.190863,-22.9784463,-43.1918982,3
167,22250150,17001150,-22.9469276,-43.1816581,-22.971622,-43.188442,-22.9489104,-43.1807636,2
168,22290070,17001150,-22.9538848,-43.1787054,-22.971622,-43.188442,-22.9489104,-43.1807636,2
169,22030050,17001160,-22.9661329,-43.1862187,-22.978205,-43.190641,-22.9657331,-43.1835126,1
170,22260191,17001150,-22.948463,-43.1938226,-22.971622,-43.188442,-22.9505288,-43.1926064,0
171,22061070,17001210,-22.9736306,-43.1937834,-22.977273,-43.190863,-22.9784463,-43.1918982,3
172,22290090,17001150,-22.9588861,-43.1769971,-22.971622,-43.188442,-22.9657331,-43.1835126,1
173,22260148,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
174,22061010,17001210,-22.9766015,-43.1913996,-22.977273,-43.190863,-22.9784463,-43.1918982,3
175,22260135,17001150,-22.9477273,-43.1944267,-22.971622,-43.188442,-22.9505288,-43.1926064,0
176,22290240,17001150,-22.9517643,-43.1743733,-22.971622,-43.188442,-22.9489104,-43.1807636,2
177,22061080,17001210,-22.9722818,-43.1927048,-22.977273,-43.190863,-22.9784463,-43.1918982,3
178,22290210,17001150,-22.9494335,-43.1795426,-22.971622,-43.188442,-22.9489104,-43.1807636,2
179,22050020,17001160,-22.9713756,-43.1880759,-22.978205,-43.190641,-22.9657331,-43.1835126,1
180,22260124,17001150,-22.9483076,-43.1935501,-22.971622,-43.188442,-22.9505288,-43.1926064,0
181,22260130,17001150,-22.9503172,-43.1928547,-22.971622,-43.188442,-22.9505288,-43.1926064,0
182,22281132,17001150,-22.9619796,-43.1904587,-22.971622,-43.188442,-22.9657331,-43.1835126,1
183,22260184,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
184,22250000,17001150,-22.9407036,-43.1762808,-22.971622,-43.188442,-22.9489104,-43.1807636,2
185,22260181,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
186,22260180,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
187,22231030,17001150,-22.9413911,-43.1823861,-22.971622,-43.188442,-22.9489104,-43.1807636,2
188,22250200,17001150,-22.9454015,-43.1837891,-22.971622,-43.188442,-22.9489104,-43.1807636,2
189,22260139,17001150,-22.9474581,-43.1940794,-22.971622,-43.188442,-22.9505288,-43.1926064,0
190,22231050,17001150,-22.944054,-43.182221,-22.971622,-43.188442,-22.9489104,-43.1807636,2
191,22290050,17001150,-22.9535516,-43.1795691,-22.971622,-43.188442,-22.9489104,-43.1807636,2
192,22290150,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
193,22250170,17001150,-22.9489438,-43.1823363,-22.971622,-43.188442,-22.9489104,-43.1807636,2
194,22260149,17001150,-22.9474334,-43.1934236,-22.971622,-43.188442,-22.9505288,-43.1926064,0
195,22260134,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
196,22281131,17001150,-22.9619796,-43.1904587,-22.971622,-43.188442,-22.9657331,-43.1835126,1
197,22260183,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
198,22290130,17001150,-22.9613186,-43.1788624,-22.971622,-43.188442,-22.9657331,-43.1835126,1
199,22290060,17001150,-22.9530416,-43.1763296,-22.971622,-43.188442,-22.9489104,-43.1807636,2
200,22250904,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
201,22250901,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
202,22250010,17001150,-22.9426827,-43.1767365,-22.971622,-43.188442,-22.9489104,-43.1807636,2
203,22250909,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
204,22250908,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
205,22260100,17001150,-22.9505026,-43.1928846,-22.971622,-43.188442,-22.9505288,-43.1926064,0
206,22250906,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
207,22260206,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
208,22250040,17001150,-22.9436733,-43.1812205,-22.971622,-43.188442,-22.9489104,-43.1807636,2
209,22260070,17001150,-22.9471986,-43.1894146,-22.971622,-43.188442,-22.9505288,-43.1926064,0
210,22260195,17001150,-22.9486844,-43.1939346,-22.971622,-43.188442,-22.9505288,-43.1926064,0
211,22260122,17001150,-22.9479827,-43.1929957,-22.971622,-43.188442,-22.9505288,-43.1926064,0
212,22250910,17001160,-22.9407113,-43.1783486,-22.978205,-43.190641,-22.9489104,-43.1807636,2
213,22250905,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
214,22260187,17001150,-22.9484381,-43.1934552,-22.971622,-43.188442,-22.9505288,-43.1926064,0
215,22250145,17001160,-22.9439748,-43.1819777,-22.978205,-43.190641,-22.9489104,-43.1807636,2
216,22251050,17001150,-22.9469131,-43.1857716,-22.971622,-43.188442,-22.9489104,-43.1807636,2
217,22260105,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
218,22250907,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
219,22270080,17001150,-22.9534746,-43.1925763,-22.971622,-43.188442,-22.9505288,-43.1926064,0
220,22281010,17001150,-22.9527293,-43.1945297,-22.971622,-43.188442,-22.9505288,-43.1926064,0
221,22250900,17001150,-22.9407113,-43.1783486,-22.971622,-43.188442,-22.9489104,-43.1807636,2
222,22280110,17001150,-22.957009,-43.1830499,-22.971622,-43.188442,-22.9489104,-43.1807636,2
223,22280070,17001150,-22.9556167,-43.1840454,-22.971622,-43.188442,-22.9489104,-43.1807636,2
224,22260155,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
225,22231000,17001150,-22.9407036,-43.1762808,-22.971622,-43.188442,-22.9489104,-43.1807636,2
226,22260020,17001150,-22.9472243,-43.1881107,-22.971622,-43.188442,-22.9505288,-43.1926064,0
227,22270020,17001150,-22.9547872,-43.1940411,-22.971622,-43.188442,-22.9505288,-43.1926064,0
228,22260169,17001150,-22.9474854,-43.1950398,-22.971622,-43.188442,-22.9505288,-43.1926064,0
229,22260050,17001150,-22.9469666,-43.1896614,-22.971622,-43.188442,-22.9505288,-43.1926064,0
230,22260167,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
231,22271020,17001150,-22.9543308,-43.1955963,-22.971622,-43.188442,-22.9505288,-43.1926064,0
232,22260120,17001150,-22.9499806,-43.1930384,-22.971622,-43.188442,-22.9505288,-43.1926064,0
233,22290190,17001150,-22.9517648,-43.1769231,-22.971622,-43.188442,-22.9489104,-43.1807636,2
234,22250160,17001150,-22.9522193,-43.1818986,-22.971622,-43.188442,-22.9489104,-43.1807636,2
235,22280080,17001150,-22.9560113,-43.1849921,-22.971622,-43.188442,-22.9489104,-43.1807636,2
236,22281110,17001150,-22.9595919,-43.1921123,-22.971622,-43.188442,-22.9505288,-43.1926064,0
237,22260154,17001150,-22.9471641,-43.1939788,-22.971622,-43.188442,-22.9505288,-43.1926064,0
238,22251030,17001150,-22.9443217,-43.1865825,-22.971622,-43.188442,-22.9489104,-43.1807636,2
239,22260166,17001150,-22.9468389,-43.1945749,-22.971622,-43.188442,-22.9505288,-43.1926064,0
240,22230090,17001150,-22.9398553,-43.179413,-22.971622,-43.188442,-22.9489104,-43.1807636,2
241,22260193,17001150,-22.9485626,-43.1939387,-22.971622,-43.188442,-22.9505288,-43.1926064,0
242,22260205,17001150,-22.9481313,-43.1944607,-22.971622,-43.188442,-22.9505288,-43.1926064,0
243,22250911,17001160,-22.9407113,-43.1783486,-22.978205,-43.190641,-22.9489104,-43.1807636,2
244,22271000,17001150,-22.9544478,-43.1958406,-22.971622,-43.188442,-22.9505288,-43.1926064,0
245,22260199,17001150,-22.9485691,-43.1945529,-22.971622,-43.188442,-22.9505288,-43.1926064,0
246,22280030,17001150,-22.9512535,-43.1873484,-22.971622,-43.188442,-22.9505288,-43.1926064,0
247,22281150,17001150,-22.9604604,-43.1906697,-22.971622,-43.188442,-22.9657331,-43.1835126,1
248,22270070,17001150,-22.9502716,-43.1920241,-22.971622,-43.188442,-22.9505288,-43.1926064,0
249,22290904,17001150,-22.9534631,-43.175927,-22.971622,-43.188442,-22.9489104,-43.1807636,2
250,22260196,17001150,-22.9483226,-43.1944442,-22.971622,-43.188442,-22.9505288,-43.1926064,0
251,22260146,17001150,-22.9474922,-43.1934158,-22.971622,-43.188442,-22.9505288,-43.1926064,0
252,22290000,17001150,-22.9545568,-43.182559,-22.971622,-43.188442,-22.9489104,-43.1807636,2
253,22260172,17001150,-22.9468548,-43.1941207,-22.971622,-43.188442,-22.9505288,-43.1926064,0
254,22290031,17001150,-22.9535588,-43.1815471,-22.971622,-43.188442,-22.9489104,-43.1807636,2
255,22260136,17001150,-22.9475723,-43.1945213,-22.971622,-43.188442,-22.9505288,-43.1926064,0
256,22260164,17001150,-22.9471654,-43.1951107,-22.971622,-43.188442,-22.9505288,-43.1926064,0
257,22260010,17001150,-22.9494375,-43.186596,-22.971622,-43.188442,-22.9489104,-43.1807636,2
258,22260186,17001150,-22.9482868,-43.1938301,-22.971622,-43.188442,-22.9505288,-43.1926064,0
259,22260179,17001150,-22.9477513,-43.1928756,-22.971622,-43.188442,-22.9505288,-43.1926064,0
260,22260153,17001150,-22.947179,-43.1942444,-22.971622,-43.188442,-22.9505288,-43.1926064,0
261,22260201,17001150,-22.9485797,-43.1941119,-22.971622,-43.188442,-22.9505288,-43.1926064,0
262,22280020,17001150,-22.9529417,-43.188611,-22.971622,-43.188442,-22.9505288,-43.1926064,0
263,22260145,17001150,-22.9475717,-43.1937173,-22.971622,-43.188442,-22.9505288,-43.1926064,0
264,22290030,17001150,-22.9522756,-43.1824792,-22.971622,-43.188442,-22.9489104,-43.1807636,2
265,22260090,17001150,-22.94784,-43.1898369,-22.971622,-43.188442,-22.9505288,-43.1926064,0
266,22260125,17001150,-22.9479672,-43.1934729,-22.971622,-43.188442,-22.9505288,-43.1926064,0
267,22260162,17001150,-22.9471444,-43.1943731,-22.971622,-43.188442,-22.9505288,-43.1926064,0
268,22260156,17001150,-22.9470197,-43.1942175,-22.971622,-43.188442,-22.9505288,-43.1926064,0
